id,title,abstract,category_1,category_2,error
10.1101/2025.10.10.681695,Aged brain multi-omic integration captures immunometabolic and sex variation,Resolving the molecular basis for heterogeneous ageing in the human brain requires integrating its diverse molecular layers. Here we applied a tensor-decomposition framework to jointly analyse single-...,,,
10.1101/2025.10.10.680956,Feasibility of a parent-delivered attention and working memory intervention for early school-aged children born preterm,"Preterm birth is a common neurodevelopmental condition that can have lasting impacts on cognition, including attention and working memory. Interventions that strengthen these skills in early childhood...",Working Memory,Attention,
10.1101/2025.10.10.681690,Using a wearable EEG device to examine age trends in sleep macro- and micro-architecture across adolescence,"Study objectivesAdolescence is a period of distinct maturational changes in sleep characteristics. Historically, age trends in sleep physiology have been captured using laboratory-based polysomnograph...",,,
10.1101/2025.10.10.681637,Interruption of rat absence seizures by auditory stimulation,"Absence seizures are episodes of impaired consciousness and responsiveness that impact an individuals ability to interact with the world around them. Childhood absence epilepsy, a condition defined by...",,,
10.1101/2025.10.10.681708,AI-Guided Dual Strategy for Peptide Inhibitor Design Targeting Structural Polymorphs of α-Synuclein Fibrils,One of the most important events in the pathogenesis of Parkinsons disease and related disorders is the formation of abnormal fibrils via the aggregation of -synuclein (-syn) with {beta}-sheet-rich or...,,,
10.1101/2025.10.10.681765,AAV11 mediates efficient retrograde trans-neuronal transduction of astrocytes,Understanding the mechanisms by which astrocytes regulate neural circuits is crucial for elucidating the mechanisms underlying cognitive and behavioral abnormalities in psychiatric disorders and for e...,,,
10.1101/2025.10.10.681740,Distinct Filament Conformation for Receptor-Bound Amyloid-β from Alzheimers Disease Brain,"Alzheimers disease is triggered by amyloid-{beta}, with symptoms linked to synapse loss. Oligomeric amyloid-{beta}, rather than monomeric or fibrillar amyloid-{beta}, has been proposed to be the proxi...",,,
10.1101/2025.10.11.681784,A cluster of three snoRNAs including jouvence required in the gut determines lifespan and confers neuroprotection through metabolic parameters,"In our society, the aging of the population is a major concern of public health. Recently we have identified a new snoRNA (jouvence) in Drosophila, and showed that its deletion (F4) reduces lifespan, ...",,,
10.1101/2025.10.11.681366,"CSF1R inhibition during cranial radiotherapy reshapes glial dynamics via microglial loss, monocyte engraftment, and accelerated astrocyte reactivity","BackgroundCranial radiotherapy (cRT), a common treatment for central nervous system tumors, induces progressive cognitive problems in over half of patients. In mice, microglial depletion via CSF1R inh...",,,
10.1101/2025.10.11.681811,Sex specific axon initial segment plasticity underlies cortical hyperexcitability in trigeminal pain,"Neuropathic pain results from peripheral lesion, causing maladaptive plasticity and central sensitization. Clinical and preclinical studies demonstrate that modifications of primary sensory cortex (S1...",,,
10.1101/2025.10.12.681849,Cell-type-resolved RNA-seq reveals molecular engrams of sexual experience in Drosophila neuromodulatory neurons.,Flexible behavioral responses rely on the ability of neural circuits to adapt their physiology and output to changing social and environmental contexts. Neuromodulation plays a central role in this fl...,,,
10.1101/2025.10.10.681755,PhysioMotion Artifact: A Task-Driven EEG Dataset with Channel-Level Motion Artifact Annotations,"Physiological artifacts pose persistent challenges in electroencephalo-gram (EEG) data acquisition, often compromising interpretation and post-analysis of EEG signals across research and clinical appl...",,,
10.1101/2025.10.10.681706,Overexpression of α-Synuclein Alters The Nanoscopic Organisation of Presynaptic Proteins,"Parkinsons Disease (PD) is characterised by accumulation of -synuclein (-Syn), but how elevated -Syn alters presynaptic architecture during prodromal phases of the disease remains unclear. We investig...",,,
10.1101/2025.10.13.681959,A Population-scale Single-cell Spatial Transcriptomic Atlas of the Human Cortex,"The genetic and spatial determinants of cell type diversity in human cerebral cortices remain poorly defined. Here, we present a population-level single-cell spatial transcriptomic atlas of human cort...",,,
10.1101/2025.10.13.682136,"Right time, right place: Heterochronicity shapes brain network formation","Brain network formation unfolds on a non-uniform developmental timetable, with different cortical regions generating connections at different developmental phases. Generative network models (GNMs) aim...",,,
10.1101/2025.10.13.682100,Early developmental characterization of gap-induced prepulse inhibition and habituation in the Fragile X Syndrome mouse model,"IntroductionAtypical sensory processing, particularly auditory hypersensitivity, is a common and debilitating phenotype of Fragile X Syndrome (FXS). Electrophysiology studies in FMR1-knockout (KO) mic...",,,
10.1101/2025.10.13.682108,Neural Phoneme Processing in Children with and without Dyslexia,"This study investigates the neural dynamics of phoneme processing in 7-year-old children with and without dyslexia (25;9 [male]), using EEG recordings collected during continuous speech listening. By ...",,,
10.1101/2025.10.13.682150,"Distinct neocortical and entorhinal networks for time, space, and reward","Variables relevant to behavior and cognition are often synthesized via computations that combine external cues and internal states. Especially salient and ubiquitous among these variables are time, sp...",Cognitive Timing & Predictive Modeling,Spatial Representation and Mapping,
10.1101/2025.10.13.682242,Hippocampal transformations occur along dimensions of memory interference,The role of the hippocampus in resolving memory interference has been greatly elucidated by considering the relationship between the similarity of visual stimuli (input) and corresponding similarity o...,Episodic Memory,,
10.1101/2025.10.08.681250,High-resolution mapping of foveal vision,"Human vision critically relies on the foveola, a tiny region of the retina with the highest photoreceptors density. Although it spans only[~] 0.1% of the visual field, the foveola accounts for nearly ...",Visual Perception,,
10.1101/2025.10.12.681867,Tanycytic annexinA1-containing extracellular vesicles control thermogenesis by orchestrating microglial and neuronal functions.,"Obesity, a major global health issue, results from disrupted energy balance driven by chronic hypothalamic inflammation and altered intercellular communication. Among the diverse cells orchestrating t...",Autonomic Regulation,,
10.1101/2025.10.12.681848,Organelle-Aware Representation Learning Enables Label-Free Detection of Mitochondrial Dysfunction in Live Human Neurons,"Mitochondrial dysfunction is a convergent hallmark of neurodegenerative diseases and represents a promising biomarker for early diagnosis and therapy. However, current in vitro assays rely on fluoresc...",,,
10.1101/2025.10.13.682007,BDNF-TrkB signaling promotes synaptic GluN2A-NMDA receptor expression and network hyperexcitability in cultured hippocampal neurons and during status epilepticus,"Brain-derived neurotrophic factor (BDNF) is a key modulator of synaptic function, acting through activation of TrkB receptors. This neurotrophic factor mediates synaptic plasticity and plays an import...",,,
