id,title,abstract,category_1,category_2
10.31234/osf.io/ksqb4,No evidence for attentional prioritization in visual working memory through statistical learning,"It is well-established that learning grounded in statistical regularities in the world can implicitly bias selective attention when oriented externally to the contents of perception. However, it remai...",Working Memory,Attention
10.31234/osf.io/xye2h,General Approach to Treat Schizophrenia,"Schizophrenia is a long-standing psychiatric disorder that manifests as delusions, hallucinations, cognitive impairment, and social withdrawal. Schizophrenia treatment is covered here as a general pri...",,
10.31234/osf.io/gpx4r,"A Complete Overview of Blueberries: Nutritional Value, Medicinal Properties, and Health Effects","Blueberries, sometimes referred to as a superfood, contain vital nutrients and bioactive compounds that are beneficial for overall health and wellness. The present complete overview discusses the nutr...",,
10.31234/osf.io/y6na7,"A Complete Overview of Blueberries: Nutritional Value, Medicinal Properties, and Health Effects","Blueberries, sometimes referred to as a superfood, contain vital nutrients and bioactive compounds that are beneficial for overall health and wellness. The present complete overview discusses the nutr...",,
10.31234/osf.io/af45t,Repetitive transcranial magnetic stimulation for alcohol use disorder – can parameter selection be leveraged to optimise treatment?,"As technology rapidly advances, the evidence for the efficacy of brain-based therapeutics, such as repetitive transcranial magnetic stimulation (rTMS), for the treatment of numerous neurological and n...",,
10.31234/osf.io/puknr,Temporal property in attentional biases towards threat in the dot-probe task,"Attention biases towards threatening stimuli over neutral stimuli have been investigated using a dot-probe task. In this task, a pair of stimuli, such as faces with angry and neutral emotions, appears...",Attention,
10.31234/osf.io/geqnc,What lesion studies have taught us about frontal lobe contributions to decision-making,"As a relatively new field within cognitive neuroscience, neuroeconomics has tackled the general goal of defining the relevant component processes underlying evaluation, value-based decision-making, an...",Decision-making,
10.31234/osf.io/8sjx7,Brain Scale Free Criticality and Renormalization Extended for Unification and Consciousness Theories,"Recent articles summarizing research noting the proclivity of renormalization techniques to solve 
brain self-organized criticality and deep learning could intimate that the challenges with the 
unifi...",,
10.31234/osf.io/fgxec,An Algorithmic Agent Model of Pure Awareness and Minimal Experiences,"The phenomenon of ""pure awareness"", central to many contemplative traditions, has recently attracted scientific interest for its relevance to the study of consciousness. In this paper, we investigate ...",,
10.31234/osf.io/pz7x4,Inducing unusual bodily sensations and out-of-body experiences across the wake-sleep cycle: a high-density EEG and neurophenomenology study,"Unusual bodily experiences (UBEs) are illusory perceptions involving the body and its surroundings, such as body distortions and out-of-body experiences. This study examines UBEs in a controlled sleep...",Self-reflection,
10.31234/osf.io/rehdj,Why educational inequality runs in families: Genetics matter more than environment,"Children's academic achievement is linked to their parents’ education, a link often attributed to resources and support in the home. Yet children also inherit genes and grow up in complex social netwo...",,
10.31234/osf.io/r92gx,Building momentum: A computational model of persistence in long-term goals,Extended goals necessitate extended commitment. We address how humans select between multiple goals in a temporally-extended setting. We probe whether humans are likely to engage in prospective valuat...,Decision-making,Planning
10.31234/osf.io/zmhj5,Affective Dogma: A Neurodevelopmental Hypothesis of Reflexive Rewriting,"This paper proposes a neurodevelopmental and phenomenological model of affective imprinting as the basis for automatic responses later misinterpreted as truths.
It suggests that emotional experiences ...",,
10.31234/osf.io/492hu,The Qualia Structure Paradigm: towards a construction of a Qualia Periodic Table for the dissolution of the Hard Problem of Consciousness,"The nature of the relationships between qualitative aspects of consciousness, or qualia, and their physical substrates remains unclear. The problem of qualia is one of the biggest challenges among the...",,
10.31234/osf.io/wj3cp,The function of dreams: wakers in imminent risk or somnifers when recovery is needed,"Many theories have been presented regarding the meaning of dreams, starting with Freud's psychoanalytic expression of unconscious desires, to the activation-synthesis theory that proposes they are ran...",,
10.31234/osf.io/fwsu3,Attenuated and delayed neural activity in cortical microcircuitry of monocular processing and binocular interactions in human amblyopia,"Disruption of retinal input early in life can lead to amblyopia, a condition characterized by reduced visual acuity after optical correction. Although functional abnormalities of amblyopia have been f...",,
10.31234/osf.io/hkems,Distribution of Attention in Three-Dimensional Space,"The distribution of spatial attention has mostly been studied for visual events presented within a two-dimensional space. In this study, we examined the distribution of spatial attention in a three-di...",Attention,Spatial Representation and Mapping
10.31234/osf.io/4gtmf,"SPECIALIST VS GENERALIST IPVAW PERPETRATORS: COMPARISON ON SOCIODEMOGRAPHIC, VIOLENCE, PSYCHOLOGICAL, SOCIAL COGNITION AND EXECUTIVE FUNCTION VARIABLES","Objective: Intimate Partner Violence Against Women (IPVAW) is a significant global public health concern, resulting in a growing scientific literature on different IPVAW perpetrators classifications. ...",,
10.31234/osf.io/mdt4u,A spatiotemporal hierarchy for social interaction perception in the lateral visual stream,"The lateral visual stream has been recently proposed as a third visual stream, in addition to the ventral and dorsal streams, specialized for processing dynamic social content. While prior work has su...",Visual Perception,Scene Understanding / Visual Reasoning
10.31234/osf.io/m6qtg,Are we aware of what we are about to do? New experimental approaches to voluntary action and conscious awareness,"Voluntary actions are often accompanied by a clear, preceding conscious experience of intention. However, the nature of this experience, and the neural mechanisms underlying it, have proved difficult ...",Self-reflection,
10.31234/osf.io/98t5s,Distinct Fusiform Subregion Activity and Connectivity in Lonely and Non-lonely Individuals During Social Information Processing,"Loneliness has been recognized as a major public health concern affecting individuals' everyday social functioning. Although hypothesized, the association between chronic loneliness, neural responses,...",Face Recognition,Social Functions
10.31234/osf.io/v8rzx,Mapping Acute Alcohol Effects on Bodily Sensations: A Cross-Dimensional Interoceptive Approach,"Background:
Interoceptive processes may underlie maladaptive patterns of alcohol use. Bodily sensations experienced during alcohol intoxication could therefore reveal distinct mechanistic components r...",Tactile Perception,Autonomic Regulation
